# --Yellow
#walk
30001	15	4	31	20	80
30002	65	4	81	20	80
#die
30003	315	7	331	16	80
#die and fly
30004	15	4	31	20	80
30005	15	4	31	20	80
#fly (closed wings)
30006	213	2	233	21	80
30007	263	2	283	21	80
#fly
30008	113	0	133	24	80
30009	163	0	183	24	80

# --Red
#walk
300011	15	54	31	70	80
300012	65	54	81	70	80
#die
300013	315	57	331	66	80
#die and fly
300014	15	4	31	20	80
300015	15	4	31	20	80
#fly (closed wings)
300016	213	52	233	71	80
300017	263	52	283	71	80
#fly
300018	113	50	133	74	80
300019	163	50	183	74	80
