# -- Green
80001	919	188	935	204	40
80002	936	188	952	204	40
80003	953	188	969	204	40
80004	919	205	935	221	40
80005	936	205	952	221	40
80006	953	205	969	221	40
80007	919	222	935	238	40
80008	936	222	952	238	40
80009	953	222	969	238	40

# -- Pink
80011	919	137	935	153	40
80012	936	137	952	153	40
80013	953	137	969	153	40
80014	919	154	935	170	40
80015	936	154	952	170	40
80016	953	154	969	170	40
80017	919	171	935	187	40
80018	936	171	952	187	40
80019	953	171	969	187	40

# -- Sky Blue
80021	970	137	986	153	40
80022	987	137	1003	153	40
80023	1004	137	1020	153	40
80024	970	154	986	170	40
80025	987	154	1003	170	40
80026	1004	154	1020	170	40
80027	970	171	986	187	40
80028	987	171	1003	187	40
80029	1004	171	1020	187	40

# -- White
80031	970	188	986	204	40
80032	987	188	1003	204	40
80033	1004	188	1020	204	40
80034	970	205	986	221	40
80035	987	205	1003	221	40
80036	1004	205	1020	221	40
80037	970	222	986	238	40
80038	987	222	1003	238	40
80039	1004	222	1020	238	40

# BLOCK SHADOW
80041	1039	221	1047	229	50
80042	1030	230	1038	238	50
80043	1021	230	1029	238	50
80044	1039	230	1047	238	50
