# Gate 1
98000	64	0	80	16	150
# Gate 2
98001	80	0	96	16	150
# Gate 3
98002	112	0	128	16	150
# Gate 4
98003	128	0	144	16	150
# Gate 5
98004	144	0	160	16	150
# Gate 6
98005	160	0	176	16	150
# Door
98006	16	16	32	32	150
# Temple
# --Original
98007	160	0	176	16	150
# -- Demolished
98008	176	0	192	16	150
# Start
98009	240	32	256	48	150
# Blade Card
# -- Normal
98010	176	32	192	48	150
# -- With N letter
98011	192	32	208	48	150
# Mushroom
98012	0	16	16	32	150
# Castle
98013	32	32	48	64	150
# Achieved
# --White
98014	208	32	224	48	150
# --Orange
98015	224	32	240	48	150
