# BIG MARIO 
# idle right
1001	216	242	230	269	0
# walk
1002	255	243	271	270	0		
1003	295	243	311	270	0
# run faster
1004	213	323	232	350	0
1005	253	323	272	350	0
1006	293	323	312	350	0
# jump
1007	335	89	351	105	0
# turn left
1008	215	283	231	311	0
# kick left
1009	133	283	154	310	0
# hold koopa idle right
1010	331	323	345	350	0
# hold koopa walk right
1011	356	323	371	350	0
1012	381	323	396	350	0
# sit right
1013	376	248	390	266	0
# hold koopa jump right
1014	381	323	396	350	0
# idle left
1021	176	242	190	269	0
# walk
1022	135	243	151	270	0
1023	95	243	111	270	0
# run faster
1024	174	323	193	350	0
1025	134	323	153	350	0
1026	94	323	113	350	0
# jump
1027	55	89	71	105	0
# turn right
1028	175	283	191	311	0
# kick right
1029	252	283	273	310	0
# hold koopa idle left
1030	61	323	75	350	0
# hold koopa walk left
1031	35	323	50	350	0
1032	10	323	25	350	0
# sit left
1033	16	248	30	266	0
# hold koopa jump left
1034	10	323	25	350	0
#switch scene
1040	15	283	31	310	0

LUIGI (BIG)
# idle right
1101	216	242	230	269	220
# walk
1102	255	243	271	270	220	
1103	295	243	311	270	220
# run faster
1104	213	323	232	350	220
1105	253	323	272	350	220
1106	293	323	312	350	220
# jump
1107	335	244	351	270	220
# turn left
1108	215	283	231	311	220
# kick left
1109	133	283	154	310	220
# hold koopa idle right
1110	331	323	345	350	220
# hold koopa walk right
1111	356	323	371	350	220
1112	381	323	396	350	220
# sit right
1113	376	248	390	266	220
# hold koopa jump right
1114	381	323	396	350	220
# idle left
1121	176	242	190	269	220
# walk
1122	135	243	151	270	220
1123	95	243	111	270	220
# run faster
1124	174	323	193	350	220
1125	134	323	153	350	220
1126	94	323	113	350	220
# jump
1127	55	244	71	270	220
# turn right
1128	175	283	191	311	220
# kick right
1129	252	283	273	310	220
# hold koopa idle left
1130	61	323	75	350	220
# hold koopa walk left
1131	35	323	50	350	220
1132	10	323	25	350	220
# sit left
1133	16	248	30	266	220
# hold koopa jump left
1134	10	323	25	350	220
#switch scene
1140	15	283	31	310	220


# SMALL MARIO
# idle small right
2001	217	89	229	104	0
# walk right
2002	256	89	271	104	0
# run faster
2003	215	169	231	185	0
2004	255	169	271	185	0
# jump
2005	335	244	351	270	0
# turn left
2006	216	129	230	145	0
# kick left
2007	135	129	151	145	0
# hold koopa idle right
2008	336	169	350	185	0
# hold koopa walk right
2009	376	169	391	185	0
# hold koopa jump right
2010	376	169	391	185	0
# idle small left
2021	177	89	189	104	0
# walk left
2022	135	89	150	104	0
# run faster
2023	175	169	191	185	0
2024	135	169	151	185	0
# jump
2025	55	244	71	270	0
# turn right
2026	176	129	192	145	0
# kick right
2027	255	129	271	145	0
# hold koopa idle left
2028	56	169	70	185	0
# hold koopa walk left
2029	15	169	30	185	0
# hold koopa jump left
2030	15	169	30	185	0
# switch scene
2040	15	129	31	145	0

# die 
2099	15	209	31	225	0

#MARIO (TAIL)
#idle tail right
3001	212	443	233	471	0
#walk tail right
3002	236	443	259	471	0
3003	262	443	284	471	0
3004	291	443	314	471	0
# run faster
3005	211	523	235	551	0
3006	251	523	275	551	0
3007	291	523	315	551	0
# jump
3008	331	443	354	470	0
# fly jump
3009	291	443	314	470	0
3010	211	603	234	630	0
3011	252	603	274	631	0
# fly
3012	371	603	395	630	0
3013	291	603	315	631	0
3014	331	603	355	630	0
# turn left
3015	215	482	231	512	0
# kick left
3016	137	483	159	511	0
# hold koopa idle right
3017	322	523	343	551	0
# hold koopa walk right
3018	351	523	373	551	0
3019	381	523	404	551	0
# sit right
3020	372	448	394	466	0
# hold koopa jump right
3021	381	523	404	550	0
#idle tail left
3031	173	443	194	471	0
#walk tail left
3032	147	443	170	471	0
3033	122	443	144	471	0
3034	92	443	115	471	0
# run faster
3035	171	523	195	551	0
3036	131	523	155	551	0
1037	91	523	115	551	0
# jump
3038	52	443	75	470	0
# fly jump
3039	92	443	115	470	0
3040	172	603	195	630	0
3041	132	603	154	630	0
# fly
3042	11	603	35	630	0
3043	91	603	115	631	0
3044	51	603	75	630	0
# turn right
3045	175	482	191	512	0
# kick right
3046	247	483	269	511	0
# hold koopa idle left
3047	63	523	84	551	0
# hold koopa walk left
3048	33	523	55	551	0
3049	2	523	25	551	0
# sit left
3050	12	448	34	466	0
# hold koopa jump left
3051	2	523	25	550	0
# spin
3061	355	483	371	511	0
3062	390	483	406	511	0
#switch scene
3070	35	483	51	511	0

#MARIO (FIRE)
#idle fire right
4001	216	683	230	710	0
#walk fire right
4002	255	683	271	710	0
4003	295	683	311	710	0
# run faster
4004	213	763	232	790	0
4005	253	763	272	790	0
4006	293	763	312	790	0
#jump right
4007	335	684	351	710	0
#turn left
4008	215	723	231	751	0
# kick left
4009	133	723	154	750	0
# hold koopa idle right
4010	331	763	345	790	0
# hold koopa walk right
4011	356	763	371	790	0
4012	380	763	396	790	0
# sit right
4013	376	688	390	706	0
# hold koopa jump right
4014	380	764	396	790	0
#idle fire left
4021	176	683	190	710	0
#walk fire left
4022	135	683	151	710	0
4023	95	684	111	710	0
# run faster
4024	174	763	193	790	0
4025	134	763	153	790	0
4026	94	763	113	790	0
#jump left
4027	55	684	71	710	0
#turn right
4028	175	723	191	749	0
# kick right
4029	252	723	273	750	0
# hold koopa idle left
4030	61	763	75	790	0
# hold koopa walk left
4031	35	763	50	790	0
4032	10	763	26	790	0
# sit left
4033	16	688	30	704	0
# hold koopa jump left
4034	10	764	26	790	0
#switch scene
4040	15	723	31	750	0

# fire right
4041	366	803	380	830	0
4042	386	803	400	830	0
# fire left
4043	26	803	40	830	0
4044	6	803	20	830	0

# fireball
4051	245	306	253	314	90
4052	255	305	263	314	90
4053	265	306	273	314	90
4054	275	306	283	315	90

# jump out
9001	425	122	448	145	90
# look up
9002	451	125	466	153	90

# tail mario transform
9003	415	1	430	16	90
9004	433	1	449	16	90
9005	451	1	466	16	90
9006	469	1	484	16	90
