# Letters
11120	177	31	184	38	100
11121	187	31	194	38	100
11122	77	41	84	48	100
11123	87	41	94	48	100
11124	97	41	104	48	100
11125	107	41	114	48	100
11126	117	41	124	48	100
11127	127	41	134	48	100
11128	137	41	144	48	100
11129	147	41	154	48	100
11130	157	41	164	48	100
11131	167	41	174	48	100
11132	177	41	184	48	100
11133	187	41	194	48	100
11134	77	51	84	58	100
11135	87	51	94	58	100
11136	97	51	104	58	100
11137	107	51	114	58	100
11138	117	51	124	58	100
11139	127	51	134	58	100
11140	137	51	144	58	100
11141	147	51	154	58	100
11142	157	51	164	58	100
11143	167	51	174	58	100
11144	177	51	184	58	100
11145	187	51	194	58	100
