# -- Green
#walk to the right
40001	215	98	231	125	80
40002	255	98	271	125	80
#fly to the right
40003	215	148	231	175	80
40004	295	149	311	175	80
40005	255	148	271	176	80
40006	335	148	351	175	80
#walk to the left
40011	165	98	181	125	80
40012	125	98	141	125	80
#fly to the left
40013	165	148	181	175	80
40014	85	149	101	175	80
40015	125	148	141	176	80
40016	45	148	71	175	80
#lie up
40021	330	104	346	120	80
40022	294	103	312	120	80
#rolling - up
40023	365	104	381	120	80
40024	365	129	381	145	80
40025	365	154	381	170	80
#lie down
40031	50	104	66	120	80
40032	84	103	102	120	80
#rolling - down
40033	15	104	31	120	80
40034	15	129	31	145	80
40035	15	154	31	170	80

# -- Red
# walk to the right
40041	215	198	231	225	80
40042	255	198	271	225	80
# fly to the right
40043	215	248	231	275	80
40044	295	249	311	275	80
40045	255	248	271	276	80
40046	335	248	351	275	80
# walk to the left
40051	165	198	181	225	80
40052	125	198	141	225	80
# fly to the left
40053	165	248	181	275	80
40054	85	249	101	275	80
40055	125	248	141	276	80
40056	45	248	71	275	80
# lie up
40061	330	204	346	220	80
40062	294	203	312	220	80
# rolling - up
40063	365	204	381	220	80
40064	365	229	381	245	80
40065	365	254	381	270	80
# lie down
40071	50	204	66	220	80
40072	84	203	102	220	80
# rolling - down
40073	15	204	31	220	80
40074	15	229	31	245	80
40075	15	254	31	270	80
